ListingID,Title,UserID,baseurl,Price,AboutListing,HostName,MemberDate,Lat,Long,BookInstantly,Cancellation,OverallCounter,PageCounter,PageNumber,A_AC,A_Breakfast,A_CableTV,A_CarbonMonoxDetector,A_Doorman,A_Dryer,A_TV,A_Elevator,A_Essentials,A_Events,A_FamilyFriendly,A_FireExt,A_Fireplace,A_FirstAidKit,A_Gym,A_Heat,A_HotTub,A_Intercom,A_Internet,A_Kitchen,A_Parking,A_Pets,A_Pool,A_SafetyCard,A_Shampoo,A_SmokeDetector,A_Smoking,A_Washer,A_Wheelchair,P_Cleaning,P_Deposit,P_ExtraPeople,P_Monthly,P_Weekly,R_CI,R_acc,R_clean,R_comm,R_loc,R_val,RespRate,RespTime,S_Accomodates,S_Bathrooms,S_BedType,S_Bedrooms,S_CheckIn,S_Checkout,S_NumBeds,S_PropType,ShortDesc
2189522,Casa Corazón (e) near Rush / UIC,1559157,https://www.airbnb.com/s/Chicago--IL?page=19,64,,Amanda,Not Found,41.847207628583654,-87.67932414123192,No,Moderate,95,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,Not Found,Not Found,Not Found,$385,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,House,"
  Private room
     · "
3529964,Huge Loft w/ Amazing View/Location,17770864,https://www.airbnb.com/s/Chicago--IL?page=19,159,,Conor,Not Found,41.876063923145736,-87.64879966924877,No,Moderate,114,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,$250,$15 / night after 2 guests,Not Found,$1000,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Real Bed,1,11:00 AM,3:00 PM,1,Apartment,"
  Entire home/apt
     · "
310400,"Luxury Studio, Steps to Everything",1179987,https://www.airbnb.com/s/Chicago--IL?page=19,149,,Brooks,Not Found,41.8909262524589,-87.62040273075515,No,Strict,133,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$55,$237,$25 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Not Found,0,3:00 PM,10:00 AM,2,Apartment,"
  Entire home/apt
     · "
3888237,The East Room near U of Chicago,13339125,https://www.airbnb.com/s/Chicago--IL?page=19,84,,Greg,Not Found,41.78884010137411,-87.58872434397416,No,Moderate,152,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,House,"
  Private room
     · "
1056430,Charming space in Boystown/Lakeview,5830215,https://www.airbnb.com/s/Chicago--IL?page=19,79,,Albert And Antonio,Not Found,41.945016284872956,-87.65463404506892,No,Moderate,171,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
6201313,Cozy 2nd fl in Chicago's north side,25511639,https://www.airbnb.com/s/Chicago--IL?page=19,40,,Sandra,Not Found,41.97030356065939,-87.67020877880542,No,Flexible,190,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$225,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
7193281,Quiet Lakeview apartment,25960167,https://www.airbnb.com/s/Chicago--IL?page=19,84,,Dominic,Not Found,41.935301722199235,-87.65131017159095,No,Moderate,209,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,Not Found,$10 / night after the first guest,Not Found,$599,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,1,Real Bed,0,4:00 PM,12:00 PM (noon),1,Apartment,"
  Entire home/apt
     · 2 reviews
"
6317931,Room in the trees,20044523,https://www.airbnb.com/s/Chicago--IL?page=19,65,,Robert,Not Found,42.015107610664,-87.67237517492843,No,Flexible,228,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$10 / night after the first guest,Not Found,$410,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,2,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
6693367,Private Room w/full bath Uptown Gem,34916049,https://www.airbnb.com/s/Chicago--IL?page=19,79,,Dan,Not Found,41.969247576396874,-87.66055980170819,No,Strict,247,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,$200,$20 / night after 2 guests,Not Found,$525,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Real Bed,1,Not Found,Not Found,1,Condominium,"
  Private room
     · "
2950582,Private Room & Bath by the Beach,12938674,https://www.airbnb.com/s/Chicago--IL?page=19,65,,Cameron And Rebecca,Not Found,41.981377234901075,-87.65512514494868,No,Moderate,266,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$455,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
7053184,Lakeview Studio near Lakeshore Path,36991155,https://www.airbnb.com/s/Chicago--IL?page=19,100,,Matt,Not Found,41.934161448880005,-87.64039335792934,No,Flexible,285,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$25 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,1,Real Bed,0,Not Found,1:00 PM,1,Apartment,"
  Entire home/apt
"
7397357,Huge 1 Bd/ 2 Ba w/ Deck & Fireplace,24186919,https://www.airbnb.com/s/Chicago--IL?page=19,150,,Shannon,Not Found,41.89844794838659,-87.66695161895785,No,Moderate,304,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$45,Not Found,$25 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,2,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,"
  Entire home/apt
"
4923929,Cheap and Cheerful 1,6720031,https://www.airbnb.com/s/Chicago--IL?page=19,45,,Chris,Not Found,41.85143158050381,-87.68313886013576,No,Strict,323,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$12,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,2:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
7341198,South Loop/McCormick 1br; Downtown,38459530,https://www.airbnb.com/s/Chicago--IL?page=19,109,,Andrew,Not Found,41.85903777113573,-87.6226814877603,No,Strict,342,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$39,$250,$29 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,1,3:00 PM,12:00 PM (noon),3,Apartment,"
  Entire home/apt
"
1237123,River West / Rooftop Deck,6745365,https://www.airbnb.com/s/Chicago--IL?page=20,159,,Laura,Not Found,41.88878072632918,-87.65307355286623,No,Moderate,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$35,Not Found,$25 / night after 2 guests,Not Found,$999,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Real Bed,1,2:00 PM,11:00 AM,1,Apartment,"
  Entire home/apt
     · "
3811926,The Blue Room,11231030,https://www.airbnb.com/s/Chicago--IL?page=20,34,,Erik,Not Found,41.78384080339414,-87.7275917599895,No,Moderate,40,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$9,Not Found,Not Found,Not Found,$225,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,12:00 PM (noon),1,House,"
  Private room
     · "
7130487,Cute Studio with a Cat & Cereal Bar,15944555,https://www.airbnb.com/s/Chicago--IL?page=20,75,,Anna,Not Found,41.96741962619879,-87.694596591652,No,Flexible,60,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,Not Found,Not Found,Not Found,$350,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Pull-out Sofa,0,3:00 PM,11:00 AM,1,Apartment,"
  Entire home/apt
"
2755330,Chicago's best location and view ,14093815,https://www.airbnb.com/s/Chicago--IL?page=20,130,,Joyce,Not Found,41.886150920085186,-87.61711322422646,No,Strict,80,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$60,Not Found,No Charge,Not Found,$750,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Real Bed,1,12:00 AM (midnight),12:00 AM (midnight),1,Apartment,"
  Entire home/apt
     · "
6660831,"Cozy Pilsen Apartment, Skyline view",13992842,https://www.airbnb.com/s/Chicago--IL?page=20,130,,Kaitie,Not Found,41.855273602661114,-87.68170022557055,No,Flexible,100,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$8,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,2,4:00 PM,11:00 AM,2,Apartment,"
  Entire home/apt
     · "
1554433,Charming Home in Chicago,6088938,https://www.airbnb.com/s/Chicago--IL?page=20,90,,Eric,Not Found,41.713475525154095,-87.6719546208833,No,Flexible,120,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1.5,Not Found,2,Not Found,Not Found,2,House,"
  Entire home/apt
     · "
6711126,Apt at Michigan and Wacker Dr.,11152568,https://www.airbnb.com/s/Chicago--IL?page=20,190,,Brad,Not Found,41.88737238644701,-87.62142423293432,No,Flexible,140,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Not Found,0,Not Found,Not Found,2,Bed & Breakfast,"
  Entire home/apt
"
7205924,Modern Luxury Chicago Skyline View!,2512807,https://www.airbnb.com/s/Chicago--IL?page=20,169,,James,Not Found,41.88607269800505,-87.64683035413935,No,Flexible,160,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$100,No Charge,Not Found,$800,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,2,Not Found,2,Not Found,Not Found,2,Loft,"
  Entire home/apt
"
4774102,Large loop 1BR Gym/Pool/Parking,24623277,https://www.airbnb.com/s/Chicago--IL?page=20,155,,Sam,Not Found,41.884726478729256,-87.63007884792869,No,Moderate,180,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$65,Not Found,$30 / night after the first guest,Not Found,$850,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,1,Not Found,1,Not Found,Not Found,3,Apartment,"
  Entire home/apt
"
7065055,Location! Location! Location!,6458878,https://www.airbnb.com/s/Chicago--IL?page=20,160,,Liridon,Not Found,41.877090061819075,-87.64719700166056,No,Strict,200,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,$300,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · 1 review
"
7195117,Specious w/ Spectacular City Views,22758820,https://www.airbnb.com/s/Chicago--IL?page=20,170,,Paulina,Not Found,41.88191429675048,-87.64276861975002,No,Strict,220,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,5,1,Not Found,1,Not Found,1:00 PM,2,Apartment,"
  Entire home/apt
     · 1 review
"
7072810,Large 1 bdrm close to everything!,24598405,https://www.airbnb.com/s/Chicago--IL?page=20,150,,Kim,Not Found,41.89859787263622,-87.63227359106791,No,Flexible,240,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,No Charge,Not Found,$850,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Entire home/apt
"
4862441,2Bed/2Bath Beauty by Lake & Loyola!,18353689,https://www.airbnb.com/s/Chicago--IL?page=20,230,,Marika,Not Found,42.005595506749316,-87.6616904442465,No,Moderate,260,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,$10 / night after 4 guests,Not Found,$1450,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,5,2,Not Found,2,3:00 PM,11:00 AM,2,Apartment,"
  Entire home/apt
"
7430005,Entire floor in Lincoln Park Apt,918470,https://www.airbnb.com/s/Chicago--IL?page=20,59,,Adam,Not Found,41.931145638287894,-87.65285558625442,No,Flexible,280,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$23,Not Found,$15 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,Not Found,Not Found,2,Apartment,"
  Private room
"
5112871,"Close to transit, free coffee",18651905,https://www.airbnb.com/s/Chicago--IL?page=20,65,,Jackie,Not Found,41.90194623973297,-87.66368930904439,No,Moderate,300,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$400,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,4:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
7031658,Private Bedroom in Lincoln Park!,36863559,https://www.airbnb.com/s/Chicago--IL?page=20,69,,Tim,Not Found,41.92931115797125,-87.64573900200332,No,Flexible,320,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$395,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,2,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
1785039,Modern 2BR/2BA in W. Wicker Park,9368604,https://www.airbnb.com/s/Chicago--IL?page=20,179,,Ed,Not Found,41.90761732433684,-87.68575305653329,No,Strict,340,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$39 / night after 3 guests,Not Found,$1350,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,2,Not Found,2,4:00 PM,12:00 PM (noon),2,Apartment,"
  Entire home/apt
     · "
6644524,Marine Layer Loft,34778026,https://www.airbnb.com/s/Chicago--IL?page=20,300,,Fee,Not Found,41.91278529741415,-87.67837922571265,No,Flexible,360,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$80,$200,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,3,4:00 PM,11:00 AM,3,Apartment,"
  Entire home/apt
"
339359,"TWIN SIZE BED, FREE Museum, & More",691000,https://www.airbnb.com/s/Chicago--IL?page=21,14,,Nonya,Not Found,41.777023546660224,-87.65511097920138,No,Strict,21,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,2,Real Bed,1,12:00 PM (noon),11:00 AM,1,House,"
  Shared room
     · "
3144447,"Sunny, spacious apt near downtown",8012940,https://www.airbnb.com/s/Chicago--IL?page=21,80,,Hale,Not Found,41.896456435324424,-87.66108060166927,No,Strict,42,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$60,Not Found,No Charge,Not Found,$480,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,4:00 PM,1,Apartment,"
  Entire home/apt
"
1725110,Loyola University Private Room,6876990,https://www.airbnb.com/s/Chicago--IL?page=21,54,,Carlos,Not Found,42.00535994346716,-87.66787854575962,No,Strict,63,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$300,$20 / night after the first guest,Not Found,$309,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,6:00 PM,9:00 AM,1,Apartment,"
  Private room
     · "
3858773,"Central, Comfortable, Convenient!",19908061,https://www.airbnb.com/s/Chicago--IL?page=21,180,,Michelle,Not Found,41.89306713271355,-87.63203291100078,No,Strict,84,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$20,$400,$30 / night after 2 guests,Not Found,$1300,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Real Bed,1,6:00 PM,12:00 PM (noon),1,Apartment,"
  Entire home/apt
     · "
872247,Spacious 1 BDRM modern apartment,3217184,https://www.airbnb.com/s/Chicago--IL?page=21,125,,Priti & Osei,Not Found,41.85938632163964,-87.65270646220428,No,Strict,105,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$500,No Charge,Not Found,$800,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Entire home/apt
     · "
1428589,Charming Private Room + Parking,2465946,https://www.airbnb.com/s/Chicago--IL?page=21,50,,Bunmi & Drew,Not Found,41.8278134539139,-87.60523329642723,No,Strict,126,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,Not Found,$20 / night after the first guest,Not Found,$350,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1.5,Not Found,1,3:00 PM,11:00 AM,2,House,"
  Private room
     · "
641526,Private Bath Suite - *Top Value ,1006155,https://www.airbnb.com/s/Chicago--IL?page=21,49,,Mejai Kai,Not Found,41.82834947274726,-87.61913930590002,No,Strict,147,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,$125,$20 / night after the first guest,Not Found,$350,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,5:00 PM,11:00 AM,1,House,"
  Private room
     · "
6375968,Very clean 3 bedroom apartment,30480068,https://www.airbnb.com/s/Chicago--IL?page=21,55,,Byamba,Not Found,41.98606712526893,-87.6991210262086,No,Flexible,168,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$9,Not Found,$15 / night after the first guest,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1.5,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · 2 reviews
"
4192849,The Couch,11231030,https://www.airbnb.com/s/Chicago--IL?page=21,10,,Erik,Not Found,41.783956366762624,-87.72969372335677,No,Flexible,189,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$70,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,Couch,1,Not Found,Not Found,1,House,"
  Shared room
     · 2 reviews
"
4558869,"Master Suite, Great Location!",7947834,https://www.airbnb.com/s/Chicago--IL?page=21,75,,Katarina,Not Found,41.89642095891435,-87.65910526152616,No,Strict,210,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$434,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,5:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
926193,Pilsen Art House--The Big Cozy,558687,https://www.airbnb.com/s/Chicago--IL?page=21,40,,Lorie,Not Found,41.855474960067475,-87.67036460842397,No,Strict,231,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,Not Found,$15 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,Not Found,Real Bed,1,2:00 PM,11:00 AM,1,Apartment,"
  Private room
     · "
257880,HEART OF CHICAGO-LUXURY STUDIO,586386,https://www.airbnb.com/s/Chicago--IL?page=21,100,,Tee,Not Found,41.90043496171991,-87.62766206415259,No,Strict,252,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,$25 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,"
  Entire home/apt
     · "
6955970,Wicker Park perfection,36450743,https://www.airbnb.com/s/Chicago--IL?page=21,50,,Michelle,Not Found,41.904244523322205,-87.6753157864757,No,Flexible,273,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
"
6732098,Charming Studio in Lincoln Park,35258117,https://www.airbnb.com/s/Chicago--IL?page=21,90,,Liliana,Not Found,41.91868636791238,-87.6526326409084,No,Moderate,294,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$200,No Charge,Not Found,$620,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Not Found,0,Not Found,Not Found,2,Apartment,"
  Entire home/apt
     · "
4287339,"Not just have a view, stay in it",22256947,https://www.airbnb.com/s/Chicago--IL?page=21,95,No Description Found,Not Found,Not Found,41.88451978167886,-87.63578823341925,No,Not Found,315,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"
  Private room
     · "
7331915,Chicago Downtown Gold Coast Studio!,36534309,https://www.airbnb.com/s/Chicago--IL?page=21,85,,Dmitri,Not Found,41.901980753558526,-87.63131988380759,No,Flexible,336,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,$550,No Charge,Not Found,$550,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,0,Not Found,Not Found,1,Apartment,"
  Entire home/apt
"
4279919,"Sunny & charming, Chicago apartment",22220850,https://www.airbnb.com/s/Chicago--IL?page=21,89,,Ramona,Not Found,41.95619033079046,-87.72129327615518,No,Moderate,357,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,$200,$10 / night after 2 guests,Not Found,$571,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,1,4:00 PM,12:00 PM (noon),2,Apartment,"
  Entire home/apt
     · "
5205377,Private room+bath in Wicker Park,26874445,https://www.airbnb.com/s/Chicago--IL?page=21,74,,Sebastien,Not Found,41.90436116000019,-87.67953414472801,No,Flexible,378,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$450,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
6253667,5-min walk to Loyola.Brookfield zoo,11910936,https://www.airbnb.com/s/Chicago--IL?page=22,50,,Bosede,Not Found,41.863700713567006,-87.83612975834998,No,Strict,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$18 / night after the first guest,Not Found,$280,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1.5,Real Bed,1,2:00 PM,11:00 AM,1,House,"
  Private room
"
5606723,Large Beautiful Bedroom + Bath,8094939,https://www.airbnb.com/s/Chicago--IL?page=22,100,,Alex,Not Found,41.87702203947959,-87.65217034511305,No,Moderate,44,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,$125,$20 / night after the first guest,Not Found,$550,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,5:00 PM,Not Found,1,Apartment,"
  Private room
     · "
861786,Superhost Summer Special for August,4515790,https://www.airbnb.com/s/Chicago--IL?page=22,75,,Lucero & Ray,Not Found,41.866914135979506,-87.65358508133603,No,Strict,66,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$25 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,2,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
